geschlecht,anlass,stufe,platz,punkte
w,nat_meisterschaft,u23_rr,10,1
w,nat_meisterschaft,u23_itt,1,25
w,nat_meisterschaft,u23_itt,2,15
w,nat_meisterschaft,u23_itt,3,10
w,nat_meisterschaft,u23_itt,4,5
w,nat_meisterschaft,u23_itt,5,3
m,kont_meisterschaft,elite_rr,1,250
m,kont_meisterschaft,elite_rr,2,200
m,kont_meisterschaft,elite_rr,3,150
m,kont_meisterschaft,elite_rr,4,125
m,kont_meisterschaft,elite_rr,5,100
m,kont_meisterschaft,elite_rr,6,90
m,kont_meisterschaft,elite_rr,7,80
m,kont_meisterschaft,elite_rr,8,70
m,kont_meisterschaft,elite_rr,9,60
m,kont_meisterschaft,elite_rr,10,50
m,kont_meisterschaft,elite_rr,11,40
m,kont_meisterschaft,elite_rr,12,35
m,kont_meisterschaft,elite_rr,13,30
m,kont_meisterschaft,elite_rr,14,25
m,kont_meisterschaft,elite_rr,15,20
m,kont_meisterschaft,elite_rr,16,15
m,kont_meisterschaft,elite_rr,17,10
m,kont_meisterschaft,elite_rr,18,5
m,kont_meisterschaft,elite_rr,19,5
m,kont_meisterschaft,elite_rr,20,5
m,kont_meisterschaft,elite_rr,21,5
m,kont_meisterschaft,elite_rr,22,5
m,kont_meisterschaft,elite_rr,23,5
m,kont_meisterschaft,elite_rr,24,5
m,kont_meisterschaft,elite_rr,25,5
m,kont_meisterschaft,elite_rr,26,5
m,kont_meisterschaft,elite_rr,27,5
m,kont_meisterschaft,elite_rr,28,5
m,kont_meisterschaft,elite_rr,29,5
m,kont_meisterschaft,elite_rr,30,5
m,kont_meisterschaft,elite_rr,31,3
m,kont_meisterschaft,elite_rr,32,3
m,kont_meisterschaft,elite_rr,33,3
m,kont_meisterschaft,elite_rr,34,3
m,kont_meisterschaft,elite_rr,35,3
m,kont_meisterschaft,elite_rr,36,1
m,kont_meisterschaft,elite_rr,37,1
m,kont_meisterschaft,elite_rr,38,1
m,kont_meisterschaft,elite_rr,39,1
m,kont_meisterschaft,elite_rr,40,1
m,kont_meisterschaft,elite_itt,1,70
m,kont_meisterschaft,elite_itt,2,55
m,kont_meisterschaft,elite_itt,3,40
m,kont_meisterschaft,elite_itt,4,30
m,kont_meisterschaft,elite_itt,5,25
m,kont_meisterschaft,elite_itt,6,20
m,kont_meisterschaft,elite_itt,7,15
m,kont_meisterschaft,elite_itt,8,10
m,kont_meisterschaft,elite_itt,9,5
m,kont_meisterschaft,elite_itt,10,3
m,kont_meisterschaft,u23_rr,1,125
m,kont_meisterschaft,u23_rr,2,85
m,kont_meisterschaft,u23_rr,3,70
m,kont_meisterschaft,u23_rr,4,60
m,kont_meisterschaft,u23_rr,5,50
m,kont_meisterschaft,u23_rr,6,40
m,kont_meisterschaft,u23_rr,7,35
m,kont_meisterschaft,u23_rr,8,30
m,kont_meisterschaft,u23_rr,9,25
m,kont_meisterschaft,u23_rr,10,20
m,kont_meisterschaft,u23_rr,11,15
m,kont_meisterschaft,u23_rr,12,10
m,kont_meisterschaft,u23_rr,13,5
m,kont_meisterschaft,u23_rr,14,5
m,kont_meisterschaft,u23_rr,15,5
m,kont_meisterschaft,u23_rr,16,3
m,kont_meisterschaft,u23_rr,17,3
m,kont_meisterschaft,u23_rr,18,3
m,kont_meisterschaft,u23_rr,19,3
m,kont_meisterschaft,u23_rr,20,3
m,kont_meisterschaft,u23_itt,1,50
m,kont_meisterschaft,u23_itt,2,30
m,kont_meisterschaft,u23_itt,3,20
m,kont_meisterschaft,u23_itt,4,15
m,kont_meisterschaft,u23_itt,5,10
m,kont_meisterschaft,u23_itt,6,5
m,kont_meisterschaft,u23_itt,7,3
m,kont_meisterschaft,u23_itt,8,3
m,kont_meisterschaft,u23_itt,9,1
m,kont_meisterschaft,u23_itt,10,1
w,kont_meisterschaft,elite_rr,1,250
w,kont_meisterschaft,elite_rr,2,200
w,kont_meisterschaft,elite_rr,3,150
w,kont_meisterschaft,elite_rr,4,125
w,kont_meisterschaft,elite_rr,5,100
w,kont_meisterschaft,elite_rr,6,90
w,kont_meisterschaft,elite_rr,7,80
w,kont_meisterschaft,elite_rr,8,70
w,kont_meisterschaft,elite_rr,9,60
w,kont_meisterschaft,elite_rr,10,50
w,kont_meisterschaft,elite_rr,11,40
w,kont_meisterschaft,elite_rr,12,35
w,kont_meisterschaft,elite_rr,13,30
w,kont_meisterschaft,elite_rr,14,25
w,kont_meisterschaft,elite_rr,15,20
w,kont_meisterschaft,elite_rr,16,15
w,kont_meisterschaft,elite_rr,17,10
w,kont_meisterschaft,elite_rr,18,5
w,kont_meisterschaft,elite_rr,19,5
w,kont_meisterschaft,elite_rr,20,5
w,kont_meisterschaft,elite_rr,21,5
w,kont_meisterschaft,elite_rr,22,5
w,kont_meisterschaft,elite_rr,23,5
w,kont_meisterschaft,elite_rr,24,5
w,kont_meisterschaft,elite_rr,25,5
w,kont_meisterschaft,elite_rr,26,5
w,kont_meisterschaft,elite_rr,27,5
w,kont_meisterschaft,elite_rr,28,5
w,kont_meisterschaft,elite_rr,29,5
w,kont_meisterschaft,elite_rr,30,5
w,kont_meisterschaft,elite_rr,31,3
w,kont_meisterschaft,elite_rr,32,3
w,kont_meisterschaft,elite_rr,33,3
w,kont_meisterschaft,elite_rr,34,3
w,kont_meisterschaft,elite_rr,35,3
w,kont_meisterschaft,elite_rr,36,1
w,kont_meisterschaft,elite_rr,37,1
w,kont_meisterschaft,elite_rr,38,1
w,kont_meisterschaft,elite_rr,39,1
w,kont_meisterschaft,elite_rr,40,1
w,kont_meisterschaft,elite_itt,1,70
w,kont_meisterschaft,elite_itt,2,55
w,kont_meisterschaft,elite_itt,3,40
w,kont_meisterschaft,elite_itt,4,30
w,kont_meisterschaft,elite_itt,5,25
w,kont_meisterschaft,elite_itt,6,20
w,kont_meisterschaft,elite_itt,7,15
w,kont_meisterschaft,elite_itt,8,10
w,kont_meisterschaft,elite_itt,9,5
w,kont_meisterschaft,elite_itt,10,3
w,kont_meisterschaft,u23_rr,1,125
w,kont_meisterschaft,u23_rr,2,85
w,kont_meisterschaft,u23_rr,3,70
w,kont_meisterschaft,u23_rr,4,60
w,kont_meisterschaft,u23_rr,5,50
w,kont_meisterschaft,u23_rr,6,40
w,kont_meisterschaft,u23_rr,7,35
w,kont_meisterschaft,u23_rr,8,30
w,kont_meisterschaft,u23_rr,9,25
w,kont_meisterschaft,u23_rr,10,20
w,kont_meisterschaft,u23_rr,11,15
w,kont_meisterschaft,u23_rr,12,10
w,kont_meisterschaft,u23_rr,13,5
w,kont_meisterschaft,u23_rr,14,5
w,kont_meisterschaft,u23_rr,15,5
w,kont_meisterschaft,u23_rr,16,3
w,kont_meisterschaft,u23_rr,17,3
w,kont_meisterschaft,u23_rr,18,3
w,kont_meisterschaft,u23_rr,19,3
w,kont_meisterschaft,u23_rr,20,3
w,kont_meisterschaft,u23_itt,1,50
w,kont_meisterschaft,u23_itt,2,30
w,kont_meisterschaft,u23_itt,3,20
w,kont_meisterschaft,u23_itt,4,15
w,kont_meisterschaft,u23_itt,5,10
w,kont_meisterschaft,u23_itt,6,5
w,kont_meisterschaft,u23_itt,7,3
w,kont_meisterschaft,u23_itt,8,3
w,kont_meisterschaft,u23_itt,9,1
w,kont_meisterschaft,u23_itt,10,1
m,wm_olympia,elite_rr,1,900
m,wm_olympia,elite_rr,2,715
m,wm_olympia,elite_rr,3,600
m,wm_olympia,elite_rr,4,490
m,wm_olympia,elite_rr,5,410
m,wm_olympia,elite_rr,6,340
m,wm_olympia,elite_rr,7,265
m,wm_olympia,elite_rr,8,225
m,wm_olympia,elite_rr,9,190
m,wm_olympia,elite_rr,10,150
m,wm_olympia,elite_rr,11,130
m,wm_olympia,elite_rr,12,105
m,wm_olympia,elite_rr,13,90
m,wm_olympia,elite_rr,14,75
m,wm_olympia,elite_rr,15,60
m,wm_olympia,elite_rr,16,50
m,wm_olympia,elite_rr,17,45
m,wm_olympia,elite_rr,18,45
m,wm_olympia,elite_rr,19,45
m,wm_olympia,elite_rr,20,45
m,wm_olympia,elite_rr,21,45
m,wm_olympia,elite_rr,22,30
m,wm_olympia,elite_rr,23,30
m,wm_olympia,elite_rr,24,30
m,wm_olympia,elite_rr,25,30
m,wm_olympia,elite_rr,26,30
m,wm_olympia,elite_rr,27,30
m,wm_olympia,elite_rr,28,30
m,wm_olympia,elite_rr,29,30
m,wm_olympia,elite_rr,30,30
m,wm_olympia,elite_rr,31,30
m,wm_olympia,elite_rr,32,15
m,wm_olympia,elite_rr,33,15
m,wm_olympia,elite_rr,34,15
m,wm_olympia,elite_rr,35,15
m,wm_olympia,elite_rr,36,15
m,wm_olympia,elite_rr,37,15
m,wm_olympia,elite_rr,38,15
m,wm_olympia,elite_rr,39,15
m,wm_olympia,elite_rr,40,15
m,wm_olympia,elite_rr,41,15
m,wm_olympia,elite_rr,42,15
m,wm_olympia,elite_rr,43,15
m,wm_olympia,elite_rr,44,15
m,wm_olympia,elite_rr,45,15
m,wm_olympia,elite_rr,46,15
m,wm_olympia,elite_rr,47,15
m,wm_olympia,elite_rr,48,15
m,wm_olympia,elite_rr,49,15
m,wm_olympia,elite_rr,50,15
m,wm_olympia,elite_rr,51,10
m,wm_olympia,elite_rr,52,10
m,wm_olympia,elite_rr,53,10
m,wm_olympia,elite_rr,54,10
m,wm_olympia,elite_rr,55,10
m,wm_olympia,elite_rr,56,5
m,wm_olympia,elite_rr,57,5
m,wm_olympia,elite_rr,58,5
m,wm_olympia,elite_rr,59,5
m,wm_olympia,elite_rr,60,5
m,wm_olympia,elite_itt,1,455
m,wm_olympia,elite_itt,2,325
m,wm_olympia,elite_itt,3,260
m,wm_olympia,elite_itt,4,195
m,wm_olympia,elite_itt,5,165
m,wm_olympia,elite_itt,6,130
m,wm_olympia,elite_itt,7,110
m,wm_olympia,elite_itt,8,90
m,wm_olympia,elite_itt,9,80
m,wm_olympia,elite_itt,10,65
m,wm_olympia,elite_itt,11,55
m,wm_olympia,elite_itt,12,40
m,wm_olympia,elite_itt,13,30
m,wm_olympia,elite_itt,14,25
m,wm_olympia,elite_itt,15,20
m,wm_olympia,elite_itt,16,15
m,wm_olympia,elite_itt,17,10
m,wm_olympia,elite_itt,18,10
m,wm_olympia,elite_itt,19,5
m,wm_olympia,elite_itt,20,5
m,wm_olympia,elite_itt,21,3
m,wm_olympia,elite_itt,22,3
m,wm_olympia,elite_itt,23,3
m,wm_olympia,elite_itt,24,3
m,wm_olympia,elite_itt,25,3
m,wm_olympia,u23_rr,1,200
m,wm_olympia,u23_rr,2,150
m,wm_olympia,u23_rr,3,125
m,wm_olympia,u23_rr,4,100
m,wm_olympia,u23_rr,5,85
m,wm_olympia,u23_rr,6,70
m,wm_olympia,u23_rr,7,60
m,wm_olympia,u23_rr,8,50
m,wm_olympia,u23_rr,9,40
m,wm_olympia,u23_rr,10,35
m,wm_olympia,u23_rr,11,30
m,wm_olympia,u23_rr,12,25
m,wm_olympia,u23_rr,13,20
m,wm_olympia,u23_rr,14,15
m,wm_olympia,u23_rr,15,10
m,wm_olympia,u23_rr,16,5
m,wm_olympia,u23_rr,17,5
m,wm_olympia,u23_rr,18,5
m,wm_olympia,u23_rr,19,5
m,wm_olympia,u23_rr,20,5
m,wm_olympia,u23_rr,21,5
m,wm_olympia,u23_rr,22,5
m,wm_olympia,u23_rr,23,5
m,wm_olympia,u23_rr,24,5
m,wm_olympia,u23_rr,25,5
m,wm_olympia,u23_rr,26,5
m,wm_olympia,u23_rr,27,5
m,wm_olympia,u23_rr,28,5
m,wm_olympia,u23_rr,29,5
m,wm_olympia,u23_rr,30,5
m,wm_olympia,u23_rr,31,3
m,wm_olympia,u23_rr,32,3
m,wm_olympia,u23_rr,33,3
m,wm_olympia,u23_rr,34,3
m,wm_olympia,u23_rr,35,3
m,wm_olympia,u23_rr,36,3
m,wm_olympia,u23_rr,37,3
m,wm_olympia,u23_rr,38,3
m,wm_olympia,u23_rr,39,3
m,wm_olympia,u23_rr,40,3
m,wm_olympia,u23_itt,1,125
m,wm_olympia,u23_itt,2,85
m,wm_olympia,u23_itt,3,70
m,wm_olympia,u23_itt,4,60
m,wm_olympia,u23_itt,5,50
m,wm_olympia,u23_itt,6,40
m,wm_olympia,u23_itt,7,35
m,wm_olympia,u23_itt,8,30
m,wm_olympia,u23_itt,9,25
m,wm_olympia,u23_itt,10,20
m,wm_olympia,u23_itt,11,15
m,wm_olympia,u23_itt,12,10
m,wm_olympia,u23_itt,13,5
m,wm_olympia,u23_itt,14,5
m,wm_olympia,u23_itt,15,5
m,wm_olympia,u23_itt,16,3
m,wm_olympia,u23_itt,17,3
m,wm_olympia,u23_itt,18,3
m,wm_olympia,u23_itt,19,3
m,wm_olympia,u23_itt,20,3
w,wm_olympia,elite_rr,1,900
w,wm_olympia,elite_rr,2,715
w,wm_olympia,elite_rr,3,600
w,wm_olympia,elite_rr,4,490
w,wm_olympia,elite_rr,5,410
w,wm_olympia,elite_rr,6,340
w,wm_olympia,elite_rr,7,265
w,wm_olympia,elite_rr,8,225
w,wm_olympia,elite_rr,9,190
w,wm_olympia,elite_rr,10,150
w,wm_olympia,elite_rr,11,130
w,wm_olympia,elite_rr,12,105
w,wm_olympia,elite_rr,13,90
w,wm_olympia,elite_rr,14,75
w,wm_olympia,elite_rr,15,60
w,wm_olympia,elite_rr,16,50
w,wm_olympia,elite_rr,17,45
w,wm_olympia,elite_rr,18,45
w,wm_olympia,elite_rr,19,45
w,wm_olympia,elite_rr,20,45
w,wm_olympia,elite_rr,21,45
w,wm_olympia,elite_rr,22,30
w,wm_olympia,elite_rr,23,30
w,wm_olympia,elite_rr,24,30
w,wm_olympia,elite_rr,25,30
w,wm_olympia,elite_rr,26,30
w,wm_olympia,elite_rr,27,30
w,wm_olympia,elite_rr,28,30
w,wm_olympia,elite_rr,29,30
w,wm_olympia,elite_rr,30,30
w,wm_olympia,elite_rr,31,30
w,wm_olympia,elite_rr,32,15
w,wm_olympia,elite_rr,33,15
w,wm_olympia,elite_rr,34,15
w,wm_olympia,elite_rr,35,15
w,wm_olympia,elite_rr,36,15
w,wm_olympia,elite_rr,37,15
w,wm_olympia,elite_rr,38,15
w,wm_olympia,elite_rr,39,15
w,wm_olympia,elite_rr,40,15
w,wm_olympia,elite_rr,41,15
w,wm_olympia,elite_rr,42,15
w,wm_olympia,elite_rr,43,15
w,wm_olympia,elite_rr,44,15
w,wm_olympia,elite_rr,45,15
w,wm_olympia,elite_rr,46,15
w,wm_olympia,elite_rr,47,15
w,wm_olympia,elite_rr,48,15
w,wm_olympia,elite_rr,49,15
w,wm_olympia,elite_rr,50,15
w,wm_olympia,elite_rr,51,10
w,wm_olympia,elite_rr,52,10
w,wm_olympia,elite_rr,53,10
w,wm_olympia,elite_rr,54,10
w,wm_olympia,elite_rr,55,10
w,wm_olympia,elite_rr,56,5
w,wm_olympia,elite_rr,57,5
w,wm_olympia,elite_rr,58,5
w,wm_olympia,elite_rr,59,5
w,wm_olympia,elite_rr,60,5
w,wm_olympia,elite_itt,1,455
w,wm_olympia,elite_itt,2,325
w,wm_olympia,elite_itt,3,260
w,wm_olympia,elite_itt,4,195
w,wm_olympia,elite_itt,5,165
w,wm_olympia,elite_itt,6,130
w,wm_olympia,elite_itt,7,110
w,wm_olympia,elite_itt,8,90
w,wm_olympia,elite_itt,9,80
w,wm_olympia,elite_itt,10,65
w,wm_olympia,elite_itt,11,55
w,wm_olympia,elite_itt,12,40
w,wm_olympia,elite_itt,13,30
w,wm_olympia,elite_itt,14,25
w,wm_olympia,elite_itt,15,20
w,wm_olympia,elite_itt,16,15
w,wm_olympia,elite_itt,17,10
w,wm_olympia,elite_itt,18,10
w,wm_olympia,elite_itt,19,5
w,wm_olympia,elite_itt,20,5
w,wm_olympia,elite_itt,21,3
w,wm_olympia,elite_itt,22,3
w,wm_olympia,elite_itt,23,3
w,wm_olympia,elite_itt,24,3
w,wm_olympia,elite_itt,25,3
w,wm_olympia,u23_rr,1,200
w,wm_olympia,u23_rr,2,150
w,wm_olympia,u23_rr,3,125
w,wm_olympia,u23_rr,4,100
w,wm_olympia,u23_rr,5,85
w,wm_olympia,u23_rr,6,70
w,wm_olympia,u23_rr,7,60
w,wm_olympia,u23_rr,8,50
w,wm_olympia,u23_rr,9,40
w,wm_olympia,u23_rr,10,35
w,wm_olympia,u23_rr,11,30
w,wm_olympia,u23_rr,12,25
w,wm_olympia,u23_rr,13,20
w,wm_olympia,u23_rr,14,15
w,wm_olympia,u23_rr,15,10
w,wm_olympia,u23_rr,16,5
w,wm_olympia,u23_rr,17,5
w,wm_olympia,u23_rr,18,5
w,wm_olympia,u23_rr,19,5
w,wm_olympia,u23_rr,20,5
w,wm_olympia,u23_rr,21,5
w,wm_olympia,u23_rr,22,5
w,wm_olympia,u23_rr,23,5
w,wm_olympia,u23_rr,24,5
w,wm_olympia,u23_rr,25,5
w,wm_olympia,u23_rr,26,5
w,wm_olympia,u23_rr,27,5
w,wm_olympia,u23_rr,28,5
w,wm_olympia,u23_rr,29,5
w,wm_olympia,u23_rr,30,5
w,wm_olympia,u23_rr,31,3
w,wm_olympia,u23_rr,32,3
w,wm_olympia,u23_rr,33,3
w,wm_olympia,u23_rr,34,3
w,wm_olympia,u23_rr,35,3
w,wm_olympia,u23_rr,36,3
w,wm_olympia,u23_rr,37,3
w,wm_olympia,u23_rr,38,3
w,wm_olympia,u23_rr,39,3
w,wm_olympia,u23_rr,40,3
w,wm_olympia,u23_itt,1,125
w,wm_olympia,u23_itt,2,85
w,wm_olympia,u23_itt,3,70
w,wm_olympia,u23_itt,4,60
w,wm_olympia,u23_itt,5,50
w,wm_olympia,u23_itt,6,40
w,wm_olympia,u23_itt,7,35
w,wm_olympia,u23_itt,8,30
w,wm_olympia,u23_itt,9,25
w,wm_olympia,u23_itt,10,20
w,wm_olympia,u23_itt,11,15
w,wm_olympia,u23_itt,12,10
w,wm_olympia,u23_itt,13,5
w,wm_olympia,u23_itt,14,5
w,wm_olympia,u23_itt,15,5
w,wm_olympia,u23_itt,16,3
w,wm_olympia,u23_itt,17,3
w,wm_olympia,u23_itt,18,3
w,wm_olympia,u23_itt,19,3
w,wm_olympia,u23_itt,20,3
m,ttt_kont,elite,1,70
m,ttt_kont,elite,2,55
m,ttt_kont,elite,3,40
m,ttt_kont,elite,4,30
m,ttt_kont,elite,5,25
m,ttt_kont,elite,6,20
m,ttt_kont,elite,7,15
m,ttt_kont,elite,8,10
m,ttt_kont,elite,9,5
m,ttt_kont,elite,10,3
w,ttt_kont,elite,1,70
w,ttt_kont,elite,2,55
w,ttt_kont,elite,3,40
w,ttt_kont,elite,4,30
w,ttt_kont,elite,5,25
w,ttt_kont,elite,6,20
w,ttt_kont,elite,7,15
w,ttt_kont,elite,8,10
w,ttt_kont,elite,9,5
w,ttt_kont,elite,10,3
m,mixed_relay_kont,elite,1,70
m,mixed_relay_kont,elite,2,55
m,mixed_relay_kont,elite,3,40
m,mixed_relay_kont,elite,4,30
m,mixed_relay_kont,elite,5,25
m,mixed_relay_kont,elite,6,20
m,mixed_relay_kont,elite,7,15
m,mixed_relay_kont,elite,8,10
m,mixed_relay_kont,elite,9,5
m,mixed_relay_kont,elite,10,3
w,mixed_relay_kont,elite,1,70
w,mixed_relay_kont,elite,2,55
w,mixed_relay_kont,elite,3,40
w,mixed_relay_kont,elite,4,30
w,mixed_relay_kont,elite,5,25
w,mixed_relay_kont,elite,6,20
w,mixed_relay_kont,elite,7,15
w,mixed_relay_kont,elite,8,10
w,mixed_relay_kont,elite,9,5
w,mixed_relay_kont,elite,10,3
m,mixed_relay_wm,elite,1,300
m,mixed_relay_wm,elite,2,250
m,mixed_relay_wm,elite,3,200
m,mixed_relay_wm,elite,4,150
m,mixed_relay_wm,elite,5,125
m,mixed_relay_wm,elite,6,100
m,mixed_relay_wm,elite,7,85
m,mixed_relay_wm,elite,8,75
m,mixed_relay_wm,elite,9,60
m,mixed_relay_wm,elite,10,50
m,mixed_relay_wm,elite,11,40
m,mixed_relay_wm,elite,12,30
m,mixed_relay_wm,elite,13,25
m,mixed_relay_wm,elite,14,15
m,mixed_relay_wm,elite,15,10
m,mixed_relay_wm,elite,16,10
m,mixed_relay_wm,elite,17,10
m,mixed_relay_wm,elite,18,10
m,mixed_relay_wm,elite,19,10
m,mixed_relay_wm,elite,20,10
m,mixed_relay_wm,elite,21,5
m,mixed_relay_wm,elite,22,5
m,mixed_relay_wm,elite,23,5
m,mixed_relay_wm,elite,24,5
m,mixed_relay_wm,elite,25,5
w,mixed_relay_wm,elite,1,300
w,mixed_relay_wm,elite,2,250
w,mixed_relay_wm,elite,3,200
w,mixed_relay_wm,elite,4,150
w,mixed_relay_wm,elite,5,125
w,mixed_relay_wm,elite,6,100
w,mixed_relay_wm,elite,7,85
w,mixed_relay_wm,elite,8,75
w,mixed_relay_wm,elite,9,60
w,mixed_relay_wm,elite,10,50
w,mixed_relay_wm,elite,11,40
w,mixed_relay_wm,elite,12,30
w,mixed_relay_wm,elite,13,25
w,mixed_relay_wm,elite,14,15
w,mixed_relay_wm,elite,15,10
w,mixed_relay_wm,elite,16,10
w,mixed_relay_wm,elite,17,10
w,mixed_relay_wm,elite,18,10
w,mixed_relay_wm,elite,19,10
w,mixed_relay_wm,elite,20,10
w,mixed_relay_wm,elite,21,5
w,mixed_relay_wm,elite,22,5
w,mixed_relay_wm,elite,23,5
w,mixed_relay_wm,elite,24,5
w,mixed_relay_wm,elite,25,5
